Filename,DES_Size,DES_Complexity,DES_Design Smells,SCC_LOC,SCC_CLOC,SCC_COMPLEXITY,ARCH_Revisions,ARCH_Dependent Partners,ARCH_Depends on Partners,ARCH_Total Dependencies,ARCH_CoChange Partners,ARCH_Bug Commits,ARCH_Churn,DV8_LOC,DV8_TargetChangeCount,DV8_TargetChurn,DV8_ChangeCount,DV8_ChangeChurn,DV8_TotalIssues,DV8_Clique,DV8_Crossing,DV8_IsCenter,DV8_ModularityViolation,DV8_PackageCycle,DV8_UnhealthyInheritance,DV8_UnstableInterface,DV8_isUnstableInterface,DV8_PresentInIssues,SQ_Issues,SQ_CodeSmells,SQ_Bugs,SQ_Vulnerabilities,SQ_SecuritySpots,S101_Fat,S101_ClassTangles,S101_PkgTangles
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEvent_java,13,2,1,40,13,0,0,17,3,20,0,0,0,13,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.AMUserCodeException_java,19,3,0,57,24,0,0,7,1,8,0,0,0,24,0,0,0,0,3,0,0,0,0,2,1,0,0,2,5,5,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.BroadcastEdgeManager_java,51,16,1,121,83,3,1,1,4,5,0,1,4,83,1,4,1,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.DAGImpl_java,1560,273,4,2469,2056,298,35,4,81,85,32,21,998,2099,17,310,27,411,29,1,4,0,7,4,9,4,0,6,110,108,2,0,0,531,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.DAGSchedulerNaturalOrderControlled_java,148,35,1,247,179,40,2,0,10,10,0,2,17,178,2,17,3,22,4,0,0,0,1,2,1,0,0,3,19,19,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.DAGSchedulerNaturalOrder_java,26,5,1,75,43,1,2,0,8,8,0,2,17,42,2,17,3,22,3,0,0,0,1,2,0,0,0,2,4,4,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.Edge_java,489,94,2,716,634,86,8,7,37,44,3,4,184,634,3,109,7,171,13,1,2,1,1,2,5,2,0,6,21,20,1,0,0,105,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.ImmediateStartVertexManager_java,76,19,1,154,106,13,1,1,10,11,0,0,13,106,0,0,1,13,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.OneToOneEdgeManagerOnDemand_java,58,17,1,140,97,6,2,1,4,5,0,1,144,97,1,7,2,144,2,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.OneToOneEdgeManager_java,35,10,1,95,61,2,1,1,4,5,0,0,52,61,0,0,1,52,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.OutputCommitterContextImpl_java,44,9,1,97,65,0,0,1,5,6,0,0,0,65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.RootInputVertexManager_java,318,64,3,553,424,66,2,1,21,22,0,2,455,424,2,455,2,455,1,0,0,0,0,0,1,0,0,1,19,19,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.ScatterGatherEdgeManager_java,81,22,1,162,117,10,1,1,4,5,0,1,6,117,1,6,1,6,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.ServicePluginInfo_java,55,14,0,99,64,0,1,6,0,6,0,1,99,64,1,99,1,99,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.TaskAttemptImplHelpers_java,30,5,0,62,36,3,0,1,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.TaskAttemptImpl_java,958,179,4,1981,1543,149,44,4,67,71,35,23,1267,1573,23,620,38,926,21,1,2,1,4,4,6,4,0,6,68,68,0,0,0,358,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.TaskImpl_java,818,140,3,1480,1151,142,28,2,59,61,15,16,870,1193,16,309,24,421,21,1,2,0,3,4,9,2,0,6,69,68,1,0,0,303,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.TaskReportImpl_java,46,12,1,95,61,0,0,1,3,4,0,0,0,61,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.TezRootInputInitializerContextImpl_java,55,14,1,127,87,0,2,1,14,15,0,1,7,92,1,5,1,5,5,1,0,0,1,2,1,0,0,4,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.VertexImpl_java,2999,572,4,4766,3965,589,58,1,138,139,55,38,2824,4092,33,614,48,1144,37,1,3,0,7,4,17,5,0,6,264,263,1,0,0,1030,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.VertexManager_java,437,90,3,698,569,40,11,3,42,45,8,7,157,570,6,65,8,144,14,1,3,0,2,3,4,1,0,6,24,24,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.VertexStats_java,109,26,0,173,131,27,1,3,3,6,0,0,4,131,0,0,1,4,1,0,0,0,0,1,0,0,0,1,5,5,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.impl.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.speculation.legacy.DataStatistics_java,46,12,0,86,50,4,0,1,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.speculation.legacy.LegacySpeculator_java,270,55,1,476,312,64,3,1,13,14,0,1,205,401,1,56,3,211,1,0,0,0,0,0,0,1,0,1,14,13,1,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.speculation.legacy.LegacyTaskRuntimeEstimator_java,65,15,1,136,77,24,0,1,6,7,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.speculation.legacy.StartEndTimesBase_java,63,13,1,138,85,13,0,1,9,10,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.speculation.legacy.TaskRuntimeEstimator_java,32,8,0,91,16,0,0,2,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.ContainerLauncherManager_java,136,27,1,289,240,18,22,2,27,29,37,3,737,240,2,10,3,18,11,1,1,0,3,1,3,2,0,6,9,9,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.ContainerLauncherWrapper_java,20,6,0,49,27,1,4,1,6,7,4,0,63,27,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.ContainerOp_java,26,6,0,62,39,2,1,2,3,5,0,0,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.DagDeleteRunnable_java,40,4,0,79,55,2,4,1,6,7,3,0,119,55,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.DeletionTrackerImpl_java,42,10,1,95,67,9,6,0,6,6,3,0,133,67,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.DeletionTracker_java,12,4,0,45,17,0,3,3,2,5,1,0,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.LocalContainerLauncher_java,256,37,1,448,354,35,23,1,29,30,28,4,516,354,3,102,12,201,16,0,0,0,8,1,3,4,0,4,28,24,4,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.TezContainerLauncherImpl_java,266,48,1,451,340,48,17,1,19,20,21,2,378,340,2,12,3,34,3,0,0,0,0,0,3,0,0,1,28,24,4,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.TezLocalCacheManager_java,124,17,0,194,126,17,2,1,0,1,0,1,244,134,1,184,2,240,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.launcher.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventDeallocateContainer_java,10,2,1,36,12,0,2,2,2,4,0,0,17,12,0,0,1,10,3,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventNodeBlacklistUpdate_java,10,2,1,36,13,0,2,2,2,4,0,0,16,13,0,0,1,8,3,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventTAEnded_java,33,7,1,67,40,0,5,2,6,8,13,0,37,40,0,0,2,17,4,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventTALaunchRequest_java,50,10,1,110,62,0,2,2,7,9,0,0,30,62,0,0,2,30,4,0,1,0,1,1,1,0,0,4,1,1,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventTAStateUpdated_java,15,3,1,42,19,0,1,2,4,6,0,0,42,19,0,0,1,42,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEventType_java,0,0,0,37,11,0,1,8,0,8,0,0,1,11,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.AMSchedulerEvent_java,10,2,0,35,12,0,1,6,1,7,0,0,10,12,0,0,1,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.ContainerAllocator_java,2,0,2,33,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.ContainerLauncherEventType_java,0,0,0,25,5,0,1,4,0,4,0,0,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.ContainerLauncherEvent_java,65,22,0,116,85,27,3,3,1,4,8,0,41,85,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.ContainerLauncherLaunchRequestEvent_java,40,10,0,79,49,15,3,2,2,4,8,0,33,49,0,0,0,0,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.ContainerLauncherStopRequestEvent_java,5,1,2,34,12,0,3,1,2,3,8,0,17,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.DagAwareYarnTaskScheduler_java,1537,331,2,2091,1682,372,4,0,10,10,0,3,2107,1683,3,43,4,2107,2,0,0,0,0,0,1,1,0,2,22,21,1,0,0,351,0,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.LocalTaskSchedulerService_java,351,73,6,516,426,59,11,1,9,10,16,4,392,426,3,277,7,368,5,0,0,0,3,0,2,0,0,2,19,19,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.TaskSchedulerContextImplWrapper_java,217,44,3,393,295,0,5,1,7,8,5,1,178,295,1,11,4,390,6,0,1,0,3,0,2,0,0,3,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.TaskSchedulerContextImpl_java,99,31,2,196,149,1,8,1,8,9,13,1,258,149,1,7,5,201,10,1,1,0,4,1,1,2,0,6,1,1,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.TaskSchedulerManager_java,646,123,2,1081,880,133,35,6,61,67,38,8,1338,882,6,81,10,156,22,1,3,1,4,3,7,4,0,6,66,62,4,0,0,177,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.TaskSchedulerWrapper_java,48,15,0,94,61,0,2,1,2,3,0,0,94,61,0,0,1,4,2,0,1,0,1,0,0,0,0,2,13,13,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.TezAMRMClientAsync_java,84,19,0,160,116,31,1,1,0,1,0,1,17,116,1,17,1,17,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.YarnTaskSchedulerServiceError_java,0,0,0,33,13,0,1,3,1,4,0,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.YarnTaskSchedulerService_java,1476,318,2,2415,1863,375,20,0,11,11,22,11,642,1864,11,317,16,497,7,0,0,0,5,0,1,1,0,3,147,134,12,0,1,378,0,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventAssignTA_java,30,6,1,67,39,0,2,2,4,6,0,0,4,39,0,0,2,4,3,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventCompleted_java,70,32,1,105,76,9,2,3,4,7,0,0,43,76,0,0,1,41,4,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventLaunchFailed_java,10,2,1,36,13,0,0,2,2,4,0,0,0,13,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventLaunchRequest_java,28,6,1,62,35,0,1,2,5,7,0,0,15,35,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventLaunched_java,5,1,2,28,7,0,0,1,2,3,0,0,0,7,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventNodeFailed_java,10,2,2,39,15,0,0,1,3,4,0,0,0,15,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventStopFailed_java,10,2,2,37,12,0,0,1,2,3,0,0,0,12,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventStopRequest_java,5,1,2,28,7,0,0,1,2,3,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventTASucceeded_java,10,2,2,36,14,0,0,1,3,4,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEventType_java,0,0,0,53,14,0,0,15,0,15,0,0,0,14,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerEvent_java,10,2,0,35,13,0,0,14,1,15,0,0,0,13,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerHelpers_java,86,12,1,215,145,11,7,2,9,11,1,2,61,145,2,20,4,37,8,0,1,0,4,1,0,2,0,4,15,15,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerImpl_java,605,105,5,1205,1013,60,15,1,39,40,28,5,309,1013,5,83,8,120,16,1,0,0,6,3,4,2,0,5,39,39,0,0,0,309,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerMap_java,58,11,1,121,88,7,5,5,11,16,4,1,57,88,1,40,2,41,6,1,1,0,1,2,1,0,0,5,4,4,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerState_java,0,0,0,32,10,0,0,4,0,4,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainerTask_java,30,6,0,65,38,0,0,3,1,4,0,0,0,38,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.AMContainer_java,12,10,0,40,18,0,5,7,2,9,1,2,8,18,2,2,4,5,5,0,1,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.container.ContainerContextMatcher_java,32,6,1,81,49,2,1,1,2,3,0,0,1,50,0,0,1,1,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventContainerAllocated_java,10,2,1,36,13,0,1,2,2,4,0,0,4,13,0,0,1,4,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventContainerCompleted_java,10,2,1,37,15,0,1,2,2,4,0,1,37,15,1,37,1,37,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventNodeCountUpdated_java,10,2,1,33,11,0,1,2,2,4,0,0,4,11,0,0,1,4,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventStateChanged_java,10,2,2,38,15,0,1,1,2,3,0,0,4,15,0,0,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventTaskAttemptEnded_java,23,5,1,53,28,0,1,3,3,6,0,0,4,28,0,0,1,4,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventTaskAttemptSucceeded_java,15,3,2,45,20,0,1,1,3,4,0,0,4,20,0,0,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEventType_java,0,0,0,43,12,0,1,10,0,10,0,1,5,12,1,5,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeEvent_java,15,3,0,42,18,0,2,9,1,10,0,0,18,26,0,0,2,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeImpl_java,247,42,3,512,419,24,5,1,15,16,2,1,109,419,1,67,4,103,8,1,0,0,1,3,3,0,0,4,16,16,0,0,0,102,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeState_java,0,0,0,26,7,0,0,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNodeTracker_java,78,22,1,163,110,7,6,5,7,12,2,1,219,110,1,5,5,217,4,1,0,0,1,2,0,0,0,3,4,4,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.AMNode_java,9,7,0,39,15,0,1,3,2,5,0,1,3,15,1,3,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.node.PerSourceNodeTracker_java,127,29,1,202,152,27,4,1,7,8,2,1,208,152,1,11,3,206,4,1,0,0,0,1,2,0,0,3,13,13,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.rm.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.security.authorize.TezAMPolicyProvider_java,9,1,1,50,25,0,0,2,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.security.authorize.package-info_java,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.web.AMWebController_java,679,122,4,944,715,157,9,3,21,24,4,8,720,715,8,714,9,720,7,1,1,0,2,1,1,1,0,6,51,51,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.web.WebUIService_java,107,17,2,221,134,19,4,3,4,7,1,4,72,134,4,72,4,72,3,1,0,0,0,1,1,0,0,3,6,6,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.history.DAGHistoryEvent_java,17,4,0,46,20,0,0,15,2,17,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.HistoryEventHandler_java,170,36,1,274,212,51,5,8,17,25,2,3,195,212,2,68,3,113,12,1,0,0,4,4,1,2,0,5,7,7,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.history.HistoryEventType_java,0,0,0,91,66,1,5,37,2,39,2,4,108,66,3,101,4,160,8,0,0,0,3,3,0,2,0,3,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.HistoryEvent_java,7,5,0,38,11,0,3,34,1,35,26,3,27,11,0,0,0,0,6,0,0,0,1,3,1,1,1,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.RecoveryConverters_java,2,0,2,27,6,0,1,0,2,2,0,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.SummaryEvent_java,9,3,0,39,9,0,0,9,0,9,0,0,0,9,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.AMLaunchedEvent_java,56,15,0,116,79,2,3,5,2,7,26,3,36,79,0,0,0,0,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.AMStartedEvent_java,50,14,0,107,71,2,3,5,2,7,26,3,36,71,0,0,0,0,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.AppLaunchedEvent_java,54,14,0,110,73,0,3,4,3,7,26,3,24,73,0,0,0,0,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.ContainerLaunchedEvent_java,51,14,0,111,75,2,3,5,2,7,26,3,39,75,0,0,0,0,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.ContainerStoppedEvent_java,57,15,0,121,84,2,3,5,2,7,26,3,39,84,0,0,0,0,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGCommitStartedEvent_java,51,15,1,112,75,2,3,2,5,7,26,3,33,75,0,0,0,0,6,0,0,0,2,2,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGFinishedEvent_java,117,29,1,217,166,9,4,6,8,14,26,4,41,166,1,8,1,8,7,0,0,0,2,2,2,1,0,4,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGInitializedEvent_java,60,16,0,120,82,2,3,5,4,9,26,3,42,82,0,0,0,0,6,0,0,0,2,2,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGKillRequestEvent_java,64,17,0,128,92,5,4,2,5,7,26,4,178,92,1,127,1,127,5,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGRecoveredEvent_java,72,18,0,140,98,3,4,6,4,10,26,4,36,98,1,12,1,12,5,0,0,0,2,1,1,1,0,4,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGStartedEvent_java,58,16,0,115,78,2,3,5,4,9,26,3,36,78,0,0,0,0,6,0,0,0,2,2,1,1,0,4,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.DAGSubmittedEvent_java,124,31,1,220,169,9,5,9,6,15,26,5,59,169,2,26,2,26,7,0,1,0,2,1,2,1,0,5,5,5,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.history.events.TaskAttemptFinishedEvent_java,263,63,1,377,322,57,12,6,16,22,33,9,359,322,6,267,6,267,9,1,1,0,2,2,2,1,0,6,5,5,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.history.events.TaskAttemptStartedEvent_java,76,18,0,144,104,2,7,6,3,9,29,6,158,104,3,118,3,118,7,0,1,0,2,2,1,1,0,5,2,2,0,0,0,0,0,0
